omim_id	omim_title	omim_description	omim_phenotype	api_lethal_hits	phenotype	section_matched	search_term	gene_symbol	hgnc_id	phenotypes	mode_of_inheritance	needs_date_check	lethal_hit_phenotype_included	lethality_quote	lethality_category_hpo	evidence_from_proband	evidence_from_family_members	disease_gene_lethal	gene_lethal	gene_lethal_summary	all_lethality_categories	earliest_lethality_category	merged_earliest_lethality_category
209920	BARE LYMPHOCYTE SYNDROME, TYPE II	Bare lymphocyte syndrome, type II, complementation group E, 209920 (3)	Bare lymphocyte syndrome, type II, complementation group E	y	BARE LYMPHOCYTE SYNDROME, TYPE II	Clinical Synopsis	die	RFX5	HGNC:9986	Bare lymphocyte syndrome, type II, complementation group E, 209920 (3), Autosomal recessive	Autosomal recessive	y	y	[Majority of children die between 6 months and 5 yrs]	L3	y	-	lethal	lethal	lethal	L3	L3	pre-infant-lethal
209920	BARE LYMPHOCYTE SYNDROME, TYPE II	Bare lymphocyte syndrome, type II, complementation group B, 209920 (3)	Bare lymphocyte syndrome, type II, complementation group B	y	BARE LYMPHOCYTE SYNDROME, TYPE II	Clinical Synopsis	die	RFXANK	HGNC:9987	Bare lymphocyte syndrome, type II, complementation group B, 209920 (3), Autosomal recessive	Autosomal recessive	y	n	-	-	-	-	ambiguous	ambiguous	ambiguous	-	-	-
209920	BARE LYMPHOCYTE SYNDROME, TYPE II	Bare lymphocyte syndrome, type II, complementation group D, 209920 (3)	Bare lymphocyte syndrome, type II, complementation group D	y	BARE LYMPHOCYTE SYNDROME, TYPE II	Clinical Synopsis	die	RFXAP	HGNC:9988	Bare lymphocyte syndrome, type II, complementation group D, 209920 (3), Autosomal recessive	Autosomal recessive	y	y	[Majority of children die between 6 months and 5 yrs]	L3	y	-	lethal	lethal	lethal	L3	L3	pre-infant-lethal
209950	IMMUNODEFICIENCY 27A	Immunodeficiency 27A, mycobacteriosis, AR, 209950 (3)	Immunodeficiency 27A, mycobacteriosis, AR	y	IMMUNODEFICIENCY 27A; IMD27A	Description|Clinical Features|Clinical Synopsis	fatal|died	IFNGR1	HGNC:5439	Immunodeficiency 27A, mycobacteriosis, AR, 209950 (3), Autosomal recessive	Autosomal recessive	y	y	[Onset in early childhood / May be fatal / Levin et al. (1995) described 6 children with disseminated atypical mycobacterial infection and no recognized form of immunodeficiency... Three of the children had died and the 3 survivors had chronic infection]	L4	y	-	lethal	lethal|nonlethal	lethal|nonlethal	L4	L4	post-infant-lethal
210000	BEHR SYNDROME	Behr syndrome, 210000 (3)	Behr syndrome	n	-	-	-	OPA1	HGNC:8140	Behr syndrome, 210000 (3), Autosomal recessive	Autosomal recessive	-	-	-	-	-	-	nonlethal	nonlethal	nonlethal	-	-	-
210200	3-METHYLCROTONYL-CoA CARBOXYLASE 1 DEFICIENCY	3-Methylcrotonyl-CoA carboxylase 1 deficiency, 210200 (3)	3-Methylcrotonyl-CoA carboxylase 1 deficiency	y	3-METHYLCROTONYL-CoA CARBOXYLASE 1 DEFICIENCY; MCC1D	Clinical Features	died	MCCC1	HGNC:6936	3-Methylcrotonyl-CoA carboxylase 1 deficiency, 210200 (3), Autosomal recessive	Autosomal recessive	y	y	[De Kremer et al. (2002) reported a patient from Argentina with isolated biotin-resistant MCC deficiency diagnosed at 14 months of age. Clinical features included severe psychomotor retardation, hypotonia, areflexia, and failure to thrive. The patient died at age 3 years]	L4	y	-	lethal	lethal	lethal	L4	L4	post-infant-lethal
210210	3-METHYLCROTONYL-CoA CARBOXYLASE 2 DEFICIENCY	3-Methylcrotonyl-CoA carboxylase 2 deficiency, 210210 (3)	3-Methylcrotonyl-CoA carboxylase 2 deficiency	y	3-METHYLCROTONYL-CoA CARBOXYLASE 2 DEFICIENCY; MCC2D	Clinical Features	died	MCCC2	HGNC:6937	3-Methylcrotonyl-CoA carboxylase 2 deficiency, 210210 (3), Autosomal recessive	Autosomal recessive	y	y	[Baykal et al. (2005) reported a child, born of consanguineous Turkish parents, who presented on the second day of life with dehydration, cyanosis, no sucking, generalized muscular hypotonia, encephalopathy, respiratory depression requiring mechanic ventilation, macrocephaly, severe acidosis, and hypoglycemia... Treatment with high-dose biotin and protein-restricted diet was ineffective, and the patient died at the age of 33 days with progressive neurologic deterioration]	L3	y	-	lethal	lethal	lethal	L3	L3	pre-infant-lethal
210250	SITOSTEROLEMIA 1	Sitosterolemia 1, 210250 (3)	Sitosterolemia 1	y	SITOSTEROLEMIA 1; STSL1	Phenotype	died	ABCG8	HGNC:13887	Sitosterolemia 1, 210250 (3), Autosomal recessive	Autosomal recessive	y	y	[13-year-old proband who died unexpectedly of advanced coronary atherosclerosis]	L5	y	-	lethal	lethal	lethal	L5	L5	post-infant-lethal
210370	BIETTI CRYSTALLINE CORNEORETINAL DYSTROPHY	Bietti crystalline corneoretinal dystrophy, 210370 (3)	Bietti crystalline corneoretinal dystrophy	n	-	-	-	CYP4V2	HGNC:23198	Bietti crystalline corneoretinal dystrophy, 210370 (3), Autosomal recessive	Autosomal recessive	-	-	-	-	-	-	nonlethal	nonlethal	nonlethal	-	-	-
210600	SECKEL SYNDROME 1	Seckel syndrome 1, 210600 (3)	Seckel syndrome 1	y	SECKEL SYNDROME 1; SCKL1	Clinical Features	died	ATR	HGNC:882	Seckel syndrome 1, 210600 (3), Autosomal recessive	Autosomal recessive	y	n	-	-	-	-	ambiguous	ambiguous	ambiguous	-	-	-
210720	MICROCEPHALIC OSTEODYSPLASTIC PRIMORDIAL DWARFISM, TYPE II	Microcephalic osteodysplastic primordial dwarfism, type II, 210720 (3)	Microcephalic osteodysplastic primordial dwarfism, type II	y	MICROCEPHALIC OSTEODYSPLASTIC PRIMORDIAL DWARFISM, TYPE II; MOPD2	Clinical Features	died	PCNT	HGNC:16068	Microcephalic osteodysplastic primordial dwarfism, type II, 210720 (3), Autosomal recessive	Autosomal recessive	y	n	-	-	-	-	ambiguous	ambiguous	ambiguous	-	-	-
210900	BLOOM SYNDROME	Bloom syndrome, 210900 (3)	Bloom syndrome	y	BLOOM SYNDROME; BLM	Clinical Features	died	BLM	HGNC:1058	Bloom syndrome, 210900 (3), Autosomal recessive	Autosomal recessive	y	y	[Passarge (1991) observed 10 patients in Germany during a 20-year period. One patient died at the age of 5 years of acute leukemia, a second at the age of 18 years of pulmonary fibrosis and bronchiectasis, and a third at the age of 21 years of Hodgkin lymphoma and subsequently leukemia]	L4	y	-	lethal	lethal	lethal	L4	L4	post-infant-lethal
211180	BOWEN-CONRADI SYNDROME	Bowen-Conradi syndrome, 211180 (3)	Bowen-Conradi syndrome	y	BOWEN-CONRADI SYNDROME; BWCNS	Clinical Features|Clinical Synopsis	death|deaths|die	EMG1	HGNC:16912	Bowen-Conradi syndrome, 211180 (3), Autosomal recessive	Autosomal recessive	y	y	[Most children die within the first 2 years of life (range 1 day - 9 years)]	L2	y	-	lethal	lethal	lethal	L2	L2	pre-infant-lethal
211380	ELSAHY-WATERS SYNDROME	Elsahy-Waters syndrome, 211380 (3)	Elsahy-Waters syndrome	y	ELSAHY-WATERS SYNDROME; ESWS	Clinical Features	died	CDH11	HGNC:1750	Elsahy-Waters syndrome, 211380 (3), Autosomal recessive	Autosomal recessive	y	y	[Harms et al. (2018) described a 5.5-year-old Indian girl who exhibited striking phenotypic similarity to the Saudi boy reported by Anazi et al. (2017)... Her first-cousin parents were unaffected; 2 brothers died in the neonatal period of unclear causes]	L2	n	y	lethal	lethal|nonlethal	lethal|nonlethal	L2	L2	pre-infant-lethal
211400	BRONCHIECTASIS WITH OR WITHOUT ELEVATED SWEAT CHLORIDE 1	Bronchiectasis with or without elevated sweat chloride 1, 211400 (3)	Bronchiectasis with or without elevated sweat chloride 1	n	-	-	-	SCNN1B	HGNC:10600	Bronchiectasis with or without elevated sweat chloride 1, 211400 (3), Autosomal dominant	Autosomal dominant	-	-	-	-	-	-	nonlethal	lethal|nonlethal	lethal|nonlethal	L4|L6	L4	post-infant-lethal
211530	BROWN-VIALETTO-VAN LAERE SYNDROME 1	Brown-Vialetto-Van Laere syndrome 1, 211530 (3)	Brown-Vialetto-Van Laere syndrome 1	y	BROWN-VIALETTO-VAN LAERE SYNDROME 1; BVVLS1	Clinical Features|Clinical Synopsis	death|deaths|died	SLC52A3	HGNC:16187	Brown-Vialetto-Van Laere syndrome 1, 211530 (3), Autosomal recessive	Autosomal recessive	y	y	[Gallai et al. (1981) described the clinical features of 2 patients and the clinical and postmortem findings in the sib of one of these. One of these patients was a girl who became deaf at age 2 and developed multiple cranial and spinal nerve palsies at age 14. Her brother died of the condition at age 2]	L4	y	-	lethal	lethal	lethal	L4	L4	post-infant-lethal
211600	CHOLESTASIS, PROGRESSIVE FAMILIAL INTRAHEPATIC, 1	Cholestasis, progressive familial intrahepatic 1, 211600 (3)	Cholestasis, progressive familial intrahepatic 1	y	CHOLESTASIS, PROGRESSIVE FAMILIAL INTRAHEPATIC, 1; PFIC1	Clinical Features	death|deaths|died	ATP8B1	HGNC:3706	Cholestasis, progressive familial intrahepatic 1, 211600 (3), Autosomal recessive	Autosomal recessive	y	y	[Nielsen et al. (1986) described Byler disease in 16 Greenland Eskimo children. Typical features included jaundice, pruritus, malnutrition, steatorrhea, osteodystrophy, short stature, and hyperbilirubinemia. Eight patients had died between the ages of 6 weeks and 3 years]	L3	y	-	lethal	ambiguous|lethal|nonlethal	lethal|nonlethal	L3	L3	pre-infant-lethal
211750	C SYNDROME	C syndrome, 211750 (3)	C syndrome	y	C SYNDROME	Clinical Features	die|died	CD96	HGNC:16892	C syndrome, 211750 (3), Autosomal dominant	Autosomal dominant	y	y	[Preus et al. (1975) described 2 similar patients who were unrelated. Oberklaid and Danks (1975) described a patient and suggested that the disorder be called the Opitz trigonocephaly syndrome. They were dubious that the cases of Preus et al. (1975) were the same. The peculiar shape of the skull, the unusual facies, and the bizarre conformation of the palate were illustrated and described. Flexion deformities of the elbows, wrists, and fingers were seen. The child died at 2 weeks of age. About half the patients die in the first year]	L2	y	-	lethal	lethal	lethal	L2	L2	pre-infant-lethal
211800	CALCIFICATION OF JOINTS AND ARTERIES	Calcification of joints and arteries, 211800 (3)	Calcification of joints and arteries	n	-	-	-	NT5E	HGNC:8021	Calcification of joints and arteries, 211800 (3), Autosomal recessive	Autosomal recessive	-	-	-	-	-	-	nonlethal	nonlethal	nonlethal	-	-	-
211900	TUMORAL CALCINOSIS, HYPERPHOSPHATEMIC, FAMILIAL, 1	Tumoral calcinosis, hyperphosphatemic, familial, 1, 211900 (3)	Tumoral calcinosis, hyperphosphatemic, familial, 1	y	TUMORAL CALCINOSIS, HYPERPHOSPHATEMIC, FAMILIAL, 1; HFTC1	Clinical Features	died	GALNT3	HGNC:4125	Tumoral calcinosis, hyperphosphatemic, familial, 1, 211900 (3), Autosomal recessive	Autosomal recessive	n	y	[Slavin et al. (1993) reviewed the histopathologic and ultrastructural changes of tumoral calcinosis occurring in 7 affected sibs in a sibship of 15.... One patient, who also had calcinosis cutis involving the antecubital, popliteal, and axillary areas and legs, died at age 19 of pulmonary hypertension. The other sibs varied in age from 20 to 40 years at the time of this report]	L6	y	-	lethal	lethal	lethal	L6	L6	post-infant-lethal
212050	IMMUNODEFICIENCY 103, SUSCEPTIBILITY TO FUNGAL INFECTIONS	Immunodeficiency 103, susceptibility to fungal infection, 212050 (3)	Immunodeficiency 103, susceptibility to fungal infection	y	IMMUNODEFICIENCY 103, SUSCEPTIBILITY TO FUNGAL INFECTIONS; IMD103	Clinical Features	died|fatal	CARD9	HGNC:16391	Immunodeficiency 103, susceptibility to fungal infection, 212050 (3), Autosomal recessive	Autosomal recessive	y	y	[3 of whom died in early adolescence]	L5	y	-	lethal	lethal	lethal	L5	L5	post-infant-lethal
212065	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Ia	Congenital disorder of glycosylation, type Ia, 212065 (3)	Congenital disorder of glycosylation, type Ia	y	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Ia; CDG1A	Description|Clinical Features|Phenotype	lethality|died|lethal	PMM2	HGNC:9115	Congenital disorder of glycosylation, type Ia, 212065 (3), Autosomal recessive	Autosomal recessive	y	y	[There is a 20% lethality in the first year of life due to severe infections, liver insufficiency, or cardiomyopathy]	L3	y	-	lethal	lethal	lethal	L3	L3	pre-infant-lethal
212066	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IIa	Congenital disorder of glycosylation, type IIa, 212066 (3)	Congenital disorder of glycosylation, type IIa	y	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IIa; CDG2A	Clinical Features	died	MGAT2	HGNC:7045	Congenital disorder of glycosylation, type IIa, 212066 (3), Autosomal recessive	Autosomal recessive	y	y	[De Cock and Jaeken (2009) reported a boy with CDG2A who died at age 18 years]	L5	y	-	lethal	lethal	lethal	L5	L5	post-infant-lethal
212070	CARBOXYPEPTIDASE N DEFICIENCY	Carboxypeptidase N deficiency, 212070 (3)	Carboxypeptidase N deficiency	n	-	-	-	CPN1	HGNC:2312	Carboxypeptidase N deficiency, 212070 (3), Autosomal recessive	Autosomal recessive	-	-	-	-	-	-	nonlethal	nonlethal	nonlethal	-	-	-
212093	CARDIAC VALVULAR DYSPLASIA 1	Cardiac valvular dysplasia 1, 212093 (3)	Cardiac valvular dysplasia 1	y	CARDIAC VALVULAR DYSPLASIA 1; CVDP1	Clinical Features	death|deaths|died|spontaneous_abortion|spontaneous_abortions	PLD1	HGNC:9067	Cardiac valvular dysplasia 1, 212093 (3), Autosomal recessive	Autosomal recessive	y	y	[first-trimester spontaneous abortion]	L1	y	y	lethal	lethal	lethal	L1	L1	pre-infant-lethal
212112	CARDIOMYOPATHY, DILATED, WITH HYPERGONADOTROPIC HYPOGONADISM	Malouf syndrome, 212112 (3)	Malouf syndrome	y	CARDIOMYOPATHY, DILATED, WITH HYPERGONADOTROPIC HYPOGONADISM	Clinical Features	death|deaths|died|miscarriage|miscarriages	LMNA	HGNC:6636	Malouf syndrome, 212112 (3), Autosomal dominant	Autosomal dominant	n	y	[Thomas et al. (1993) described 2 brothers with cardiomyopathy and genital anomalies. One brother was born with micropenis and bilateral cryptorchidism but seemed otherwise well until age 5 weeks when he developed congestive heart failure leading to death at age 7 months. The other affected brother was the product of a pregnancy that ended in miscarriage after 17 weeks]	L1	y	-	lethal	ambiguous|lethal|nonlethal	lethal|nonlethal	L1|L2|L6	L1	pre-infant-lethal
212138	CARNITINE-ACYLCARNITINE TRANSLOCASE DEFICIENCY	Carnitine-acylcarnitine translocase deficiency, 212138 (3)	Carnitine-acylcarnitine translocase deficiency	y	CARNITINE-ACYLCARNITINE TRANSLOCASE DEFICIENCY; CACTD	Clinical Features|Clinical Synopsis|Phenotype	death|deaths|died|fatal	SLC25A20	HGNC:1421	Carnitine-acylcarnitine translocase deficiency, 212138 (3), Autosomal recessive	Autosomal recessive	y	y	[Fukushima et al. (2013) reported 2 unrelated Japanese infants who died of CACT deficiency. One presented at age 2 days with decreased respiratory function, repeated apnea, hypotonia, irritability, oliguria, hypoglycemia, liver dysfunction, and cryptogenic rhabdomyolysis. Plantar blood spots showed an abnormal acylcarnitine profile, consistent with CACT deficiency. The patient died of Reye-like symptoms at age 2 years, 9 months. The other child became cyanotic and flaccid and went into cardiac arrest on day 2 of life; he died the next day]	L2	y	-	lethal	lethal	lethal	L2	L2	pre-infant-lethal
212140	CARNITINE DEFICIENCY, SYSTEMIC PRIMARY	Carnitine deficiency, systemic primary, 212140 (3)	Carnitine deficiency, systemic primary	y	CARNITINE DEFICIENCY, SYSTEMIC PRIMARY; CDSP	Description|Clinical Features|Diagnosis	lethal|death|deaths|died	SLC22A5	HGNC:10969	Carnitine deficiency, systemic primary, 212140 (3), Autosomal recessive	Autosomal recessive	y	y	[If diagnosed early, all clinical manifestations of the disorder can be completely reversed by supplementation of carnitine. However, if left untreated, patients will develop lethal heart failure (summary by Shibbani et al., 2014) / Waber et al. (1982) described a 3.5-year-old boy with cardiomegaly, congestive heart failure, and skeletal muscle weakness. A brother had died of heart failure]	LU	y	y	lethal	lethal	lethal	LU	LU	post-infant-lethal
212350	SENGERS SYNDROME	Sengers syndrome, 212350 (3)	Sengers syndrome	y	SENGERS SYNDROME	Description|Clinical Features|Clinical Synopsis|Phenotype	die|death|deaths|died	AGK	HGNC:21869	Sengers syndrome, 212350 (3), Autosomal recessive	Autosomal recessive	n	y	[Calvo et al. (2012) reported a girl who presented at age 9 months with hypertrophic obstructive cardiomyopathy and cardiac failure associated with metabolic lactic acidosis.... A second unrelated infant, born of consanguineous Pakistani parents, developed respiratory distress and circulatory failure in the first hour of life, associated with severe metabolic lactic acidosis. Studies suggested persistent pulmonary hypertension. Other features included bilateral cataracts and thrombocytopenia. The patient died at age 3 days]	L2	y	-	lethal	lethal|nonlethal	lethal|nonlethal	L2	L2	pre-infant-lethal
212500	CATARACT 46, JUVENILE-ONSET, WITH OR WITHOUT ARRHYTHMIC CARDIOMYOPATHY	Cataract 46, juvenile-onset, 212500 (3)	Cataract 46, juvenile-onset	y	CATARACT 46, JUVENILE-ONSET, WITH OR WITHOUT ARRHYTHMIC CARDIOMYOPATHY; CTRCT46	Description|Clinical Features|Clinical Synopsis|Phenotype	death|deaths|died	LEMD2	HGNC:21244	Cataract 46, juvenile-onset, 212500 (3), Autosomal recessive	Autosomal recessive	y	y	[Sudden unexpected death in patients with arrhythmic cardiomyopathy / Abdelfatah et al. (2019) studied 2 extended Hutterite families: a Lehrerleut kindred (family 600), 3 affected members of which had previously been studied by Shokeir and Lowry (1985) and Boone et al. (2016), and a Schmiedeleut kindred (family 290). Bilateral juvenile cataract was present in 19 family members, and 14 of those patients also exhibited arrhythmic cardiomyopathy, with 5 experiencing sudden unexpected death at ages ranging from 28 to 51 years]	L6	y	-	lethal	lethal|nonlethal	lethal|nonlethal	L6	L6	post-infant-lethal
212550	OPTIC DISC ANOMALIES WITH RETINAL AND/OR MACULAR DYSTROPHY	Optic disc anomalies with retinal and/or macular dystrophy, 212550 (3)	Optic disc anomalies with retinal and/or macular dystrophy	n	-	-	-	SIX6	HGNC:10892	Optic disc anomalies with retinal and/or macular dystrophy, 212550 (3), Autosomal recessive	Autosomal recessive	-	-	-	-	-	-	nonlethal	nonlethal	nonlethal	-	-	-
212720	MARTSOLF SYNDROME 1	Martsolf syndrome 1, 212720 (3)	Martsolf syndrome 1	n	-	-	-	RAB3GAP2	HGNC:17168	Martsolf syndrome 1, 212720 (3), Autosomal recessive	Autosomal recessive	-	-	-	-	-	-	nonlethal	nonlethal	nonlethal	-	-	-
212780	CENANI-LENZ SYNDACTYLY SYNDROME	Cenani-Lenz syndactyly syndrome, 212780 (3)	Cenani-Lenz syndactyly syndrome	n	-	-	-	LRP4	HGNC:6696	Cenani-Lenz syndactyly syndrome, 212780 (3), Autosomal recessive	Autosomal recessive	-	-	-	-	-	-	nonlethal	nonlethal	nonlethal	-	-	-
212840	GORDON HOLMES SYNDROME	Cerebellar ataxia and hypogonadotropic hypogonadism, 212840 (3)	Cerebellar ataxia and hypogonadotropic hypogonadism	y	GORDON HOLMES SYNDROME; GDHS	Clinical Features	died	RNF216	HGNC:21698	Cerebellar ataxia and hypogonadotropic hypogonadism, 212840 (3), Autosomal recessive	Autosomal recessive	y	y	[Santens et al. (2015) reported sibs from 2 unrelated Belgian families with a variant of Gordon Holmes syndrome presenting as a Huntington disease (HD; 143100)-like disorder. In the first family, 2 sibs presented in their thirties with personality changes and inappropriate behavior associated with choreic movements of the face and limbs. They had brisk reflexes and cerebellar signs, including dysmetria, ataxia, unsteady gait, dysdiadochokinesis, and dysarthria. The disorder was progressive, and both patients showed impulsivity and aggressive behavior at times. One sib had significant deterioration, with widespread cognitive dysfunction and loss of speech; she became bedridden and died of aspiration pneumonia in her forties]	L6	y	-	lethal	lethal	lethal	L6	L6	post-infant-lethal
213000	CEREBELLAR HYPOPLASIA/ATROPHY, EPILEPSY, AND GLOBAL DEVELOPMENTAL DELAY	Cerebellar hypoplasia/atrophy, epilepsy, and global developmental delay, 213000 (3)	Cerebellar hypoplasia/atrophy, epilepsy, and global developmental delay	y	CEREBELLAR HYPOPLASIA/ATROPHY, EPILEPSY, AND GLOBAL DEVELOPMENTAL DELAY; CHEGDD	Clinical Features	died|miscarriage|miscarriages	OXR1	HGNC:15822	Cerebellar hypoplasia/atrophy, epilepsy, and global developmental delay, 213000 (3), Autosomal recessive	Autosomal recessive	y	y	[Wang et al. (2019) reported 5 patients from 3 unrelated families with CHEGDD. One patient was 20 years of age, whereas the others ranged from 12 to 15 years; 1 had died at 11 years due to chronic lung disease associated with recurrent aspiration pneumonia. The patients presented in early childhood with hypotonia, global developmental delay, delayed walking at about age 3 years, and severely impaired intellectual development with profound speech delay or even absent language. All also developed epilepsy between 7 and 10 years of age, but the seizures were controlled by medication in most. Subtle nonspecific dysmorphic features seen in some patients included poor overall growth, large forehead, tall face, mild hypertelorism, joint hyperlaxity, and long fingers and toes. Brain imaging in all 5 patients showed cerebellar atrophy and dysplasia. Families 2 and 3 were consanguineous; family history revealed 4 miscarriages in family 3. Additional cerebellar features, such as tremor, ataxia, and nystagmus, were not noted in these patients]	L1	y	y	lethal	lethal	lethal	L1	L1	pre-infant-lethal
213200	SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 2	Spinocerebellar ataxia, autosomal recessive 2, 213200 (3)	Spinocerebellar ataxia, autosomal recessive 2	y	SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 2; SCAR2	Clinical Features	died	PMPCA	HGNC:18667	Spinocerebellar ataxia, autosomal recessive 2, 213200 (3), Autosomal recessive	Autosomal recessive	n	y	[Jobling et al. (2015) also reported 4 patients from 2 additional families of Lebanese descent. These patients had similar ataxic gait, although in some cases the gait abnormalities appeared between 11 and 15 months of age after normal initial development. Features included truncal and gait ataxia, difficulty in fine motor skills, saccadic smooth pursuit, dysmetria, dysdiadochokinesis, and tremor. All but 1 had intellectual disability and delayed speech with dysarthria. A fourth family, of French descent, contained 2 affected sibs, including 1 living 58-year-old man with gait ataxia, dysmetria, gaze-evoked nystagmus, and dysarthria. He had normal intellectual development and his neurologic status was stable over time. An affected sister died at age 29 years]	L6	n	y	lethal	lethal	lethal	L6	L6	post-infant-lethal
213300	JOUBERT SYNDROME 1	Joubert syndrome 1, 213300 (3)	Joubert syndrome 1	y	JOUBERT SYNDROME 1; JBTS1	Clinical Features	died	INPP5E	HGNC:21474	Joubert syndrome 1, 213300 (3), Autosomal recessive	Autosomal recessive	y	y	[De Haene (1955) collected from the literature 4 cases of total and 7 cases of partial agenesis of the vermis of the cerebellum, and added the only familial example: 3 brothers (1 autopsy) died at ages 4 to 8 years, the illness being characterized by tremor and hypotonia]	L4	y	-	lethal	lethal|nonlethal	lethal|nonlethal	L4	L4	post-infant-lethal
213600	BASAL GANGLIA CALCIFICATION, IDIOPATHIC, 1	Basal ganglia calcification, idiopathic, 1, 213600 (3)	Basal ganglia calcification, idiopathic, 1	y	BASAL GANGLIA CALCIFICATION, IDIOPATHIC, 1; IBGC1	Clinical Features	died	SLC20A2	HGNC:10947	Basal ganglia calcification, idiopathic, 1, 213600 (3), Autosomal dominant	Autosomal dominant	y	y	[Weisman et al. (2007) reported a man with Fahr disease who died 10 years after symptom onset. At age 61 years, he developed slowly progressive memory difficulties, which progressed to fine motor dysfunction and changes in personality consistent with frontotemporal dementia]	L6	y	-	lethal	lethal	lethal	L6	L6	post-infant-lethal
213700	CEREBROTENDINOUS XANTHOMATOSIS	Cerebrotendinous xanthomatosis, 213700 (3)	Cerebrotendinous xanthomatosis	y	CEREBROTENDINOUS XANTHOMATOSIS; CTX	Description|Clinical Features	death|deaths|died	CYP27A1	HGNC:2605	Cerebrotendinous xanthomatosis, 213700 (3), Autosomal recessive	Autosomal recessive	y	y	[Clayton et al. (2002) reviewed the medical histories of a group of patients with CTX and found that prolonged neonatal cholestatic jaundice was common. The family histories also revealed fetal and neonatal deaths among sibs of CTX patients	L1	n	y	lethal	lethal	lethal	L1	L1	pre-infant-lethal
213980	CRANIOFACIAL DYSMORPHISM, SKELETAL ANOMALIES, AND IMPAIRED INTELLECTUAL DEVELOPMENT SYNDROME 1	Craniofacial dysmorphism, skeletal anomalies, and impaired intellectual development 1, 213980 (3)	Craniofacial dysmorphism, skeletal anomalies, and impaired intellectual development 1	y	CRANIOFACIAL DYSMORPHISM, SKELETAL ANOMALIES, AND IMPAIRED INTELLECTUAL DEVELOPMENT SYNDROME 1; CFSMR1	Clinical Features	spontaneous_abortion|spontaneous_abortions	TMCO1	HGNC:18188	Craniofacial dysmorphism, skeletal anomalies, and impaired intellectual development 1, 213980 (3), Autosomal recessive	Autosomal recessive	y	y	[First trimester spontaneous abortions occurred in 22% of pregnancies]	L1	-	-	lethal	lethal	lethal	L1	L1	pre-infant-lethal
214100	PEROXISOME BIOGENESIS DISORDER 1A (ZELLWEGER)	Peroxisome biogenesis disorder 1A (Zellweger), 214100 (3)	Peroxisome biogenesis disorder 1A (Zellweger)	y	PEROXISOME BIOGENESIS DISORDER 1A (ZELLWEGER); PBD1A	Description|Clinical Features|Clinical Synopsis	die|lethal|death|deaths|died	PEX1	HGNC:8850	Peroxisome biogenesis disorder 1A (Zellweger), 214100 (3), Autosomal recessive	Autosomal recessive	y	y	[Death usually in first year of life]	L3	y	-	lethal	lethal|nonlethal	lethal|nonlethal	L3	L3	pre-infant-lethal
214110	PEROXISOME BIOGENESIS DISORDER 2A (ZELLWEGER)	Peroxisome biogenesis disorder 2A (Zellweger), 214110 (3)	Peroxisome biogenesis disorder 2A (Zellweger)	y	PEROXISOME BIOGENESIS DISORDER 2A (ZELLWEGER); PBD2A	Description|Clinical Features|Clinical Synopsis	die|died|death|deaths	PEX5	HGNC:9719	Peroxisome biogenesis disorder 2A (Zellweger), 214110 (3), Autosomal recessive	Autosomal recessive	n	y	[Thomas et al. (1975) described a male patient with hyperpipecolic acidemia. Features were persistent hepatomegaly, severe mental retardation, progressive loss of developmental milestones, and diminished visual acuity associated with nystagmus, abnormal discs, and retinal changes. He died at age 2 years following a progressive loss of neurologic function]	L4	y	-	lethal	lethal|nonlethal	lethal|nonlethal	L4	L4	post-infant-lethal
214150	CEREBROOCULOFACIOSKELETAL SYNDROME 1	Cerebrooculofacioskeletal syndrome 1, 214150 (3)	Cerebrooculofacioskeletal syndrome 1	y	CEREBROOCULOFACIOSKELETAL SYNDROME 1; COFS1	Clinical Features|Clinical Synopsis	died|death|deaths	ERCC6	HGNC:3438	Cerebrooculofacioskeletal syndrome 1, 214150 (3), Autosomal recessive	Autosomal recessive	y	y	[Jaakkola et al. (2010) reported a large multigenerational consanguineous Finnish kindred in which 6 individuals had COFS1. Two deceased patients had originally been reported by Linna et al. (1982) as having COFS, 1 of whom had intracranial calcifications. Two patients, a boy and a girl, were reported in detail. Clinical features included failure to thrive, poor growth, lack of psychomotor development with inability to sit independently or speak, and arthrogryposis. Facial dysmorphism included microcephaly, deep-set eyes, cataracts, prominent nasal bridge, micrognathia, large ear pinna, and upper lip overlapping the lower lip. Both also had hearing loss and nystagmus; 1 developed seizures. Brain MRI showed hypoplasia of the corpus callosum, ventriculomegaly, and delayed myelination. The boy had cryptorchidism. The other family members had a similar phenotype. All patients died between ages 3 and 9 years]	L4	y	-	lethal	lethal|nonlethal	lethal|nonlethal	L4	L4	post-infant-lethal
214300	KLIPPEL-FEIL SYNDROME 2, AUTOSOMAL RECESSIVE	Klippel-Feil syndrome 2, 214300 (3)	Klippel-Feil syndrome 2	n	-	-	-	MEOX1	HGNC:7013	Klippel-Feil syndrome 2, 214300 (3), Autosomal recessive	Autosomal recessive	-	-	-	-	-	-	nonlethal	nonlethal	nonlethal	-	-	-
